type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.48518182522297426,0.15370094067946863,0.16797517625772113,0.2647007619478238,0.12909290306055013,0.04959368618817116,0.056854403551218916,0.013380444674924098,0.03635237146116215,0.04541652460060381,0.2633956829068205,0.17987149434150274,0.041658113372570506,0.03671228761292939,0.2860280500834048,0.060090772659964466,0.08118016755426018,0.13159541896409752,0.6461851677273064
