type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.69289076,0.06320594,0.16214526,0.25884855,0.14458576,0.04613077,0.02984928,0.004675933,0.013811871,0.021093158,0.23380178,0.18370366,0.005024199,0.013302943,0.21472724,0.056921035,0.090129726,0.15000702,0.5169716
