type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.7123140055645918,0.04535049496155564,0.09119334635882428,0.1943672381203916,0.04398314659390502,0.021456519616775718,0.016557110543189816,0.0013220418217489678,0.006739162950466471,0.01861422089800292,0.19660609159124784,0.15740969587196166,0.00989954833482772,0.01310449501001228,0.19596906681782783,0.04155980716578673,0.06593955961573181,0.06397496490933946,0.39253933170592226
