type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.7093402,0.13368176,0.21778668,0.2539117,0.16793668,0.011148644,0.026211388,0.0020511427,0.022927709,0.014714758,0.20571104,0.27553475,0.06014184,0.022390464,0.10085295,0.04144159,0.06543606,0.05190651,0.43477023
