type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.7984853528935937,0.08009338760876739,0.07546495130527546,0.16355988280101652,0.06389961899873009,0.008522210981416811,0.012078231973183378,0.00022568703413325858,0.02800850709929179,0.0178851335163625,0.21759233913156154,0.18974686070781593,0.020371525216270434,0.008591118889855812,0.10874401622101743,0.03192319675431792,0.04833733331387166,0.05954513930151207,0.3562992724776899
