type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.5311598030301828,0.235852533978719,0.1978883809691574,0.26547660569546866,0.13785949091650967,0.032554878673217776,0.05293135706994722,0.015414823211996885,0.06525258665653759,0.017567490911915586,0.2453926354681532,0.2132277662837781,0.09528728574383599,0.04221083982236834,0.1798392940521419,0.03372755828900875,0.029014017466704314,0.06014054935076434,0.4773878059948825
