type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.5512985666156595,0.22260350471973295,0.11961922110938374,0.2642822563073637,0.09856677853581161,0.03370835916545251,0.05402998864636173,0.023783212079616985,0.0690225716466637,0.09861701366408071,0.31777118810340443,0.22892673530258711,0.030432214379815446,0.018150348301523685,0.1688814433014774,0.09395878075688367,0.02484468301206495,0.09471887372608878,0.641629730225611
