type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.748524302208129,0.09265453095036452,0.11976428228236548,0.15986064064547378,0.04572270888702918,0.007954970321774238,0.009687505877432015,0.002375744743389444,0.00543253872726291,0.0072830418629937195,0.17846191338304382,0.2354735718722763,0.05411237687182646,0.008478344382106658,0.0908267628905746,0.01006658868699613,0.06536838378072966,0.029686446070951947,0.33969569502303043
