type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,p_i_or_b,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,customer_duration
0.7860065,0.13016695,0.12561287,0.2772462,0.16266966,0.015160453,0.030053144,0.005709167,0.0084538525,0.017687181,0.2540154,0.24785972,0.012852918,0.002284936,0.16498879,0.07593286,0.029619912,0.13255171,0.5383725
